-50
-43,3333333333333
-36,6666666666667
-30
-23,3333333333333
-16,6666666666667
-10
-3,33333333333333
3,33333333333334
10
16,6666666666667
23,3333333333333
30
36,6666666666667
43,3333333333333
50
